name,industry,employeeCount
Uponor,Building Materials,2255
Uppfront,Internet,2
UPS,Transportation/Trucking/Railroad,148293
Upside,Retail,421
Upstart 13,Information Technology & Services,100
"Urban League of Nebraska, Inc.",Individual & Family Services,41
Urban Outfitters,Apparel & Fashion,7144
"URBN (Urban Outfitters, Anthropologie Group, Free People & Nuuly)",Apparel & Fashion,21365
Urschel,Machinery,270
"Ursus, Inc. ",Staffing & Recruiting,97
Urth Caffe,Restaurants,263
US Fertility,Hospital & Health Care,1156
US Foods,Food & Beverages,20205
US LBM,Building Materials,4850
US Radiology Specialists,Hospital & Health Care,372
US Tech Solutions,Staffing & Recruiting,2098
USA  Mortgage,Financial Services,836
UScellular,Telecommunications,7462
USClaims,Financial Services,75
USCTEK,Information Technology & Services,25
USDA-FSIS,Government Administration,2912
USDM Life Sciences,Information Technology & Services,225
USHEALTH Advisors,Insurance,3023
USI Insurance Services,Insurance,9158
UST,Information Technology & Services,30894
UT Southwestern Medical Center,Hospital & Health Care,15662
UTEP Graduate School,Higher Education,1
UVA Health,Hospital & Health Care,7886
UW Health,Hospital & Health Care,8114
UW-Madison College of Engineering,Higher Education,163
UW-Madison College of Letters & Science,Higher Education,105
V Group Inc.,Information Technology & Services,1018
V R Della Infotech INC,Information Technology & Services,252
V2 Strategic Advisors,Management Consulting,86
V2X Inc,Defense & Space,7614
"V-Soft Consulting Group, Inc.",Information Technology & Services,962
V-Solve,Financial Services,9
Vaco,Staffing & Recruiting,4764
Vail Resorts,Hospitality,8007
Valbridge Property Advisors | Las Vegas | Reno,Real Estate,9
Valeo,Automotive,37561
Valiant Integrated Services,Defense & Space,1808
Vallarta Supermarkets,Retail,1475
Vallourec - North America,Oil & Energy,439
"Valmont Industries, Inc.",Mechanical Or Industrial Engineering,4316
Valor Hospitality Partners,Hospitality,341
Van Cleef & Arpels,Luxury Goods & Jewelry,2486
Vandelay Hospitality Group,Hospitality,76
Vanderbilt University Medical Center,Hospital & Health Care,17678
VanderHouwen,Staffing & Recruiting,175
"Vanguard Group Staffing, Inc.",Staffing & Recruiting,19
Vanguard X,Information Technology & Services,30
Vanilla,Financial Services,114
Vanir,Construction,427
"Vantage Point Recruiters, LLC.",Staffing & Recruiting,1
"Vanu, Inc. ",Wireless,64
VARITE INC,Information Technology & Services,437
Varsity Spirit,Apparel & Fashion,1332
"Varsity Tutors, a Nerdy Company",Computer Software,5194
Vashon Maury Island Land Trust,Non-profit Organization Management,6
VASS LATAM,Information Technology & Services,437
Vastika Inc,Information Technology & Services,115
Vaxcyte,Biotechnology,204
VCA Animal Hospitals,Non-profit Organization Management,9262
VCCS Shared Services Center,Education Management,74
VCourt Recruitment Partners,Staffing & Recruiting,2
VDart,Information Technology & Services,1850
Vector Careers Inc,Staffing & Recruiting,7
Vectorsoft,Information Technology & Services,77
Vedder Price,Law Practice,770
VeeAR Projects Inc.,Information Technology & Services,83
Vendition,Computer Software,47
Vente Travels,"Leisure, Travel & Tourism",3
Venteon,Staffing & Recruiting,64
Ventura Foods,Food Production,1944
Ventures Unlimited Inc,Information Technology & Services,180
Venturi,Staffing & Recruiting,104
Veolia North America,Environmental Services,4663
Vera Bradley,Apparel & Fashion,1493
Veracity Solutions,Computer Software,31
Veraz Advisors,Financial Services,2
Verda Healthcare,Insurance,13
Verdant Infotech Solutions,Information Technology & Services,14
Vergent Products,Electrical & Electronic Manufacturing,55
"Veridian Tech Solutions, Inc.",Information Technology & Services,118
Verily,Hospital & Health Care,1503
Veritas Partners,Staffing & Recruiting,17
Veritiv Corporation,Transportation/Trucking/Railroad,3850
Verizon,Information Technology & Services,95609
Vermont Housing & Conservation Board,Non-profit Organization Management,35
Versa Recruiting LLC,Staffing & Recruiting,1
Versapay,Financial Services,361
Verséa Health,Hospital & Health Care,46
VERSEVO Inc.,Mining & Metals,21
Verst Logistics,Transportation/Trucking/Railroad,384
Vertex Education,Education Management,1179
Vertisystem,Management Consulting,397
Verveba Telecom,Telecommunications,261
Veryable,Computer Software,490
Veterinary Practice Partners,Non-profit Organization Management,229
VF Corporation,Apparel & Fashion,28666
VHB,Civil Engineering,2232
VI Marketing and Branding,Marketing & Advertising,71
Vial,Biotechnology,170
Viasat,Telecommunications,6190
Viatris,Pharmaceuticals,14874
Victaulic,Mechanical Or Industrial Engineering,2579
Victor Lundeen Company,Printing,11
Victoria’s Secret & Co.,Retail,23702
Victra - Verizon Authorized Retailer,Telecommunications,2976
Viega LLC,Building Materials,543
Village Capital & Investment LLC,Financial Services,237
Village Learning Place,Civic & Social Organization,31
Vimerse InfoTech Inc,Information Technology & Services,37
vineyard vines,Apparel & Fashion,1394
VinFast US,Automotive,161
Vinson & Elkins,Law Practice,1679
Vinyl Wellness,Entertainment,1
Vinylmax Careers,Building Materials,4
Violet Ink Group,Information Technology & Services,59
VIP Structures,Construction,73
Virginia Department of Transportation,Transportation/Trucking/Railroad,4169
Virginia State Corporation Commission,Government Administration,526
Virgo Solutions,Information Technology & Services,7
Virtua Pharma Technology,Pharmaceuticals,9
Virtual Labs Inc.,Staffing & Recruiting,40
Virtusa,Information Technology & Services,18359
Visdomur,Financial Services,2
Vision Community Management | RealManage Family of Brands,Management Consulting,59
Vision Technology Services,Information Technology & Services,104
Visionaire Partners,Information Technology & Services,50
Visionary Innovative Technology Solutions LLC,Information Technology & Services,70
Visionet Systems Inc.,Information Technology & Services,2777
Visionworks of America,Retail,3090
Visit Seattle,Hospitality,82
Vista Equity Partners,Financial Services,770
"Visual i Solutions, Inc.",Events Services,10
Vital Staffing,Staffing & Recruiting,19
Vitaly Health,Staffing & Recruiting,7
Vitro,"Glass, Ceramics & Concrete",3882
Viva Law Firm,Law Practice,1
VIVA USA Inc.,Information Technology & Services,334
Vive Health,Medical Device,120
Vivian Health,Internet,352
Vivint,Consumer Electronics,7029
VizyPay,Financial Services,309
"VMC Soft Technologies, Inc",Information Technology & Services,26
VMware,Computer Software,34656
VNS Health,Hospital & Health Care,4573
"Vogrinc & Short, Inc.",Human Resources,10
"VoidForm Products, LLC",Construction,54
Vokal,Management Consulting,47
Volato,Airlines/Aviation,135
"Volkert, Inc.",Civil Engineering,1013
"Volkswagen of America, Inc",Automotive,6206
Volmatica,Information Technology & Services,32
Volto Consulting,Information Technology & Services,36
Volunteers of America Chesapeake & Carolinas,Individual & Family Services,201
Volvo Financial Services,Financial Services,1700
Volvo Group,Automotive,71765
VONDOM NORTH AMERICA,Furniture,8
VORO MOTORS,Automotive,24
Vorto,Transportation/Trucking/Railroad,143
Vouch,Computer Software,0
VSE Corporation,Transportation/Trucking/Railroad,1876
vSecureLabs,Information Technology & Services,23
"VSV WINS, INC",Staffing & Recruiting,28
VT Group (VTG),Defense & Space,950
Vuesol Technologies Inc,Information Technology & Services,221
Vulcan Materials Company,Mining & Metals,4487
VXForward,Management Consulting,7
VySystems,Information Technology & Services,442
VYZE INC,Information Technology & Services,250
W3Global,Staffing & Recruiting,695
W3R Consulting,Information Technology & Services,150
W.E. Lyons Construction Co.,Construction,30
W.W.Williams,Transportation/Trucking/Railroad,583
W&T Offshore,Oil & Energy,211
Wabash,Transportation/Trucking/Railroad,2230
Wabtec Corporation,Railroad Manufacture,8010
"Waffle House, Inc.",Restaurants,18757
Walgreens,Retail,79930
Walker Elliott,Staffing & Recruiting,33
WalkWater Technologies,Information Technology & Services,56
WalletHub,Computer Software,114
Walmart,Retail,415054
Walmart Connect,Marketing & Advertising,1846
Walmart Global Tech,Computer Software,11169
"Walrath Recruiting, Inc.",Staffing & Recruiting,11
Warby Parker,Apparel & Fashion,2068
Warren CAT,Machinery,784
Warren James,Apparel & Fashion,143
Warren Transport Inc.,Transportation/Trucking/Railroad,145
"Warrior Service Company, LLC.",Hospital & Health Care,33
Warwick Township,Government Administration,19
Washington Metropolitan Area Transit Authority (WMATA),Transportation/Trucking/Railroad,5741
"Waste Not Consulting, LLC",Environmental Services,4
Waste Recruiters,Environmental Services,26
"Water District No. 7, Johnson County, KS",Utilities,7
Waterdog,Information Technology & Services,20
Watlow,Electrical & Electronic Manufacturing,1756
Watts Water Technologies,Building Materials,2234
Wave Digital Assets,Financial Services,47
Wayne-Sanderson Farms,Food Production,644
Wayside Publishing,Publishing,130
WBE (W. Bradley Electric),Construction,176
We Are Monicat Data,Information Technology & Services,2
Wealthstream Advisors Inc.,Financial Services,26
Webflow,Computer Software,1028
Webgen Technologies - USA,Information Technology & Services,0
Webologix Ltd/ INC,Staffing & Recruiting,93
WebTPA,Insurance,465
Wedgewood Weddings & Events,Hospitality,425
Weidenhammer,Information Technology & Services,220
Wellabe,Insurance,349
WellDyne,Hospital & Health Care,453
Wellness Health Careers,Mental Health Care,4
Wellpath,Hospital & Health Care,4890
WellPsyche Medical Group,Mental Health Care,69
WellSpan Health,Hospital & Health Care,9490
Wentzville School District,Education Management,1075
Wesco,Wholesale,10053
Wesley Healthcare,Hospital & Health Care,1647
"West 4th Strategy, LLC",Information Technology & Services,31
West Anaheim Medical Center,Hospital & Health Care,339
West Monroe,Management Consulting,2404
West Valley Water District,Utilities,52
West Yost,Civil Engineering,219
Westchester Jewish Community Services,Individual & Family Services,258
Westcliff University,Higher Education,458
WestEd,Research,1262
Western Governors University,Higher Education,9055
Western New York Physical & Occupational Therapy Group,"Health, Wellness & Fitness",3
Western Oregon University,Higher Education,1164
Western States Equipment,Oil & Energy,530
WesternTrust,Venture Capital & Private Equity,21
Westlake,Chemicals,5200
Westland Vantage,Marketing & Advertising,6
WestRock Company,Packaging & Containers,26328
Westwood Professional Services,Civil Engineering,1038
Wevise,E-learning,7
Whalen Search Group,Staffing & Recruiting,7
Whataburger,Restaurants,15467
Whatfix,Computer Software,1034
Wheaton College,Higher Education,1509
Wheeler Staffing Partners,Staffing & Recruiting,182
Whetstone Capital Advisors,Financial Services,8
Whisker Labs,Information Technology & Services,70
WhistlePig Whiskey,Wine & Spirits,98
White Cap,Building Materials,4932
White River Marine Group,Maritime,348
WhiteCap Search,Staffing & Recruiting,126
WhitesPoint,Financial Services,2
Whole Foods Market,Retail,43558
Wholehearted Lifestyle,Professional Training & Coaching,1
Whova,Computer Software,183
WHSmith North America,Retail,664
WiCell,Research,26
Wicker Smith,Law Practice,489
Wide Effect Talent Solutions,Staffing & Recruiting,33
Wieland Group,Mechanical Or Industrial Engineering,1914
WiFiber,Construction,3
WildBride,Retail,2
Wildlife Conservation Society,Non-profit Organization Management,3402
Wiley,Publishing,9225
WiLine Networks,Computer Software,195
Wilkins | Gire,Law Practice,11
William & Mary – Raymond A. Mason School of Business,Higher Education,223
Williams College,Higher Education,2178
Wilson Elser,Law Practice,2140
Wilson Sonsini Goodrich & Rosati,Law Practice,2162
Windstream,Telecommunications,10500
Wings of Refuge,Individual & Family Services,14
Winmo,Computer Software,75
WinnCompanies,Real Estate,1410
Winter Park Lodging Company,"Leisure, Travel & Tourism",14
Wintrust Financial Corporation,Financial Services,4562
Wipro,Information Technology & Services,290245
Wisconsin Farmers Union,Civic & Social Organization,25
Wise Medical,Staffing & Recruiting,213
Wise Skulls,Staffing & Recruiting,71
"Wiser Solutions, Inc.",Retail,514
WiSys,Law Practice,26
WithSecure,Computer & Network Security,991
Wiverse,Staffing & Recruiting,19
Wizeline,Information Technology & Services,1532
WMP Eyewear,Apparel & Fashion,10
Woden,Management Consulting,44
Woebot Health,Mental Health Care,131
WolfCreek Consulting,Staffing & Recruiting,14
Wolford,Apparel & Fashion,621
Wollborg Michelson Recruiting,Staffing & Recruiting,107
Wollman Rink NYC,Recreational Facilities & Services,39
Wood,Information Technology & Services,32741
Wood City Motors,Automotive,8
Woodgrain,Building Materials,978
Woodsville Guaranty Savings Bank,Banking,89
Woolpert,Civil Engineering,1022
World Insurance Associates LLC,Insurance,772
World Resources Institute,Think Tanks,1367
World Vision USA,Non-profit Organization Management,600
World Wide Technology,Information Technology & Services,7918
WorldBridge Partners - Leaders in Recruiting and Executive Search,Staffing & Recruiting,77
